disengaged,diffs,binMeans,err,eventpos
0,0.153686451244882,0.181965775661809,0,1
0,0.00418932520553517,0.00551185473439908,0.0117279539718502,2
0,0.256090319011612,0.246155646479128,0.0128534596365824,3
0,0.236220973946644,0.246155646479128,0.0128534596365824,4
0,0.210245100078737,0.223233037012691,0.0182677556712689,5
0,0.0483041898668278,0.0639286066358782,0.0195988523164307,6
0,0.151900581380819,0.15279351631285,0.0219693007885367,7
0,0.143488244675878,0.132936912916817,0.0166461270708559,8
0,0.0795530234049285,0.0967631339288715,0.0211713670418069,9
0,0.113973244452814,0.132936912916817,0.0166461270708559,10
0,0.0404372334682308,0.0371111985415908,0.0247330909187475,11
0,0.0111251269584636,0.0163762957398084,0.0221858479907985,12
0,0.0947216871723172,0.0967631339288715,0.0211713670418069,13
0,0.0265090524049352,0.0371111985415908,0.0247330909187475,14
0,0.0255783533436189,0.0163762957398084,0.0221858479907985,15
1,0.00799004023428607,0.0163762957398084,0.0221858479907985,16
0,0.153686451244882,0.181965775661809,0,1
0,0.00418932520553517,0.00551185473439908,0.0117279539718502,2
0,0.256090319011612,0.246155646479128,0.0128534596365824,3
0,0.236220973946644,0.246155646479128,0.0128534596365824,4
0,0.210245100078737,0.223233037012691,0.0182677556712689,5
0,0.0483041898668278,0.0639286066358782,0.0195988523164307,6
0,0.151900581380819,0.15279351631285,0.0219693007885367,7
0,0.143488244675878,0.132936912916817,0.0166461270708559,8
0,0.0795530234049285,0.0967631339288715,0.0211713670418069,9
0,0.113973244452814,0.132936912916817,0.0166461270708559,10
0,0.0404372334682308,0.0371111985415908,0.0247330909187475,11
0,0.0111251269584636,0.0163762957398084,0.0221858479907985,12
0,0.0947216871723172,0.0967631339288715,0.0211713670418069,13
0,0.0265090524049352,0.0371111985415908,0.0247330909187475,14
0,0.0255783533436189,0.0163762957398084,0.0221858479907985,15
1,0.00799004023428607,0.0163762957398084,0.0221858479907985,16
0,0.153686451244882,0.181965775661809,0,1
0,0.00418932520553517,0.00551185473439908,0.0117279539718502,2
0,0.256090319011612,0.246155646479128,0.0128534596365824,3
0,0.236220973946644,0.246155646479128,0.0128534596365824,4
0,0.210245100078737,0.223233037012691,0.0182677556712689,5
0,0.0483041898668278,0.0639286066358782,0.0195988523164307,6
0,0.151900581380819,0.15279351631285,0.0219693007885367,7
0,0.143488244675878,0.132936912916817,0.0166461270708559,8
0,0.0795530234049285,0.0967631339288715,0.0211713670418069,9
0,0.113973244452814,0.132936912916817,0.0166461270708559,10
0,0.0404372334682308,0.0371111985415908,0.0247330909187475,11
0,0.0111251269584636,0.0163762957398084,0.0221858479907985,12
0,0.0947216871723172,0.0967631339288715,0.0211713670418069,13
0,0.0265090524049352,0.0371111985415908,0.0247330909187475,14
0,0.0255783533436189,0.0163762957398084,0.0221858479907985,15
1,0.00799004023428607,0.0163762957398084,0.0221858479907985,16
0,0.153686451244882,0.181965775661809,0,1
0,0.00418932520553517,0.00551185473439908,0.0117279539718502,2
0,0.256090319011612,0.246155646479128,0.0128534596365824,3
0,0.236220973946644,0.246155646479128,0.0128534596365824,4
0,0.210245100078737,0.223233037012691,0.0182677556712689,5
0,0.0483041898668278,0.0639286066358782,0.0195988523164307,6
0,0.151900581380819,0.15279351631285,0.0219693007885367,7
0,0.143488244675878,0.132936912916817,0.0166461270708559,8
0,0.0795530234049285,0.0967631339288715,0.0211713670418069,9
0,0.113973244452814,0.132936912916817,0.0166461270708559,10
