binMeans,propDisengaged,stdErrorDisengaged
1.5,0,0
2.5,0.0698412698412698,0.00829561521841133
3.5,0.142207053469852,0.0117870342753505
5.5,0.265155807365439,0.0105099080017436
16.5,0.229718875502008,0.0119264935746941
