disengaged,randomx,binMeans,eventpos
0,1.30014932577994,1.13268929799146,1
0,2.4731873903217,2.91637788517439,2
0,1.73504689746461,1.88666835805082,3
0,3.77333671610164,8.30029050229553,4
0,3.14211959418474,2.91637788517439,5
0,4.3151576587265,8.30029050229553,6
0,5.3978581986641,8.30029050229553,7
0,5.61530698450644,8.30029050229553,8
0,4.98408986258954,8.30029050229553,9
0,7.02237968122657,8.30029050229553,10
0,7.21329070100364,8.30029050229553,11
0,7.45727725291124,8.30029050229553,12
0,6.71913676005415,8.30029050229553,13
1,8.86434994963137,8.30029050229553,14
0,1.30014932577994,1.13268929799146,1
0,2.4731873903217,2.91637788517439,2
0,3.55588793025931,2.91637788517439,3
0,3.77333671610164,8.30029050229553,4
0,4.09770887288416,8.30029050229553,5
0,6.10946092545592,8.30029050229553,6
0,5.3978581986641,8.30029050229553,7
0,4.65971770580702,8.30029050229553,8
0,6.77839312931896,8.30029050229553,9
0,6.9958419151613,8.30029050229553,10
0,7.21329070100364,8.30029050229553,11
0,6.47515020814655,8.30029050229553,12
0,8.5938256316585,8.30029050229553,13
0,8.8378121835661,8.30029050229553,14
0,8.09967169070902,8.30029050229553,15
0,7.36153119785193,8.30029050229553,16
0,9.48020662136387,8.30029050229553,17
1,9.69765540720621,8.30029050229553,18
0,2.25573860447936,2.91637788517439,1
0,1.51759811162228,1.88666835805082,2
0,0.779457618765194,1.13268929799146,3
0,0.0413171259081082,-4.66371025194405,4
0,-0.696823366948977,-4.66371025194405,5
0,-1.43496385980606,-4.66371025194405,6
1,-2.17310435266315,-4.66371025194405,7
0,2.25573860447936,2.91637788517439,1
0,1.51759811162228,1.88666835805082,2
0,1.73504689746461,1.88666835805082,3
0,2.89813304227714,2.91637788517439,4
0,2.15999254942005,1.88666835805082,5
0,1.42185205656297,1.13268929799146,6
0,0.683711563705883,-4.66371025194405,7
1,-0.0544289291512019,-4.66371025194405,8
0,2.25573860447936,2.91637788517439,1
0,2.4731873903217,2.91637788517439,2
0,1.73504689746461,1.88666835805082,3
0,0.996906404607528,1.13268929799146,4
0,0.258765911750444,-4.66371025194405,5
0,-0.479374581106642,-4.66371025194405,6
0,-1.21751507396373,-4.66371025194405,7
1,-1.95565556682081,-4.66371025194405,8
0,1.30014932577994,1.13268929799146,1
0,0.562008832922859,-4.66371025194405,2
0,-0.176131659934227,-4.66371025194405,3
0,-0.914272152791312,-4.66371025194405,4
1,-1.6524126456484,-4.66371025194405,5
0,2.25573860447936,2.91637788517439,1
0,2.4731873903217,2.91637788517439,2
0,1.73504689746461,1.88666835805082,3
0,0.996906404607528,1.13268929799146,4
0,0.258765911750444,-4.66371025194405,5
0,-0.479374581106642,-4.66371025194405,6
0,-1.21751507396373,-4.66371025194405,7
0,-1.95565556682081,-4.66371025194405,8
1,-2.6937960596779,-4.66371025194405,9
0,2.25573860447936,2.91637788517439,1
0,1.51759811162228,1.88666835805082,2
0,0.779457618765194,1.13268929799146,3
0,0.0413171259081082,-4.66371025194405,4
1,-0.696823366948977,-4.66371025194405,5
0,1.30014932577994,1.13268929799146,1
0,0.562008832922859,-4.66371025194405,2
0,-0.176131659934227,-4.66371025194405,3
1,-0.914272152791312,-4.66371025194405,4
0,2.25573860447936,2.91637788517439,1
0,1.51759811162228,1.88666835805082,2
0,0.779457618765194,1.13268929799146,3
0,2.89813304227714,2.91637788517439,4
0,2.15999254942005,1.88666835805082,5
0,1.42185205656297,1.13268929799146,6
0,3.4601418752,2.91637788517439,7
0,2.72200138234291,2.91637788517439,8
0,1.98386088948583,1.88666835805082,9
0,1.24572039662874,1.13268929799146,10
0,3.28401021526577,2.91637788517439,11
0,2.54586972240868,2.91637788517439,12
0,3.71890778695044,8.30029050229553,13
0,3.84601904818863,8.30029050229553,14
0,3.10787855533155,2.91637788517439,15
0,5.14616837396857,8.30029050229553,16
0,4.40802788111149,8.30029050229553,17
0,5.58106594565324,8.30029050229553,18
0,6.66376648559085,8.30029050229553,19
0,6.88121527143319,8.30029050229553,20
0,6.24999814951628,8.30029050229553,21
0,5.5118576566592,8.30029050229553,22
0,7.55014747529623,8.30029050229553,23
1,7.76759626113856,8.30029050229553,24
0,2.25573860447936,2.91637788517439,1
0,2.4731873903217,2.91637788517439,2
0,1.73504689746461,1.88666835805082,3
0,3.88026008704183,8.30029050229553,4
0,4.09770887288416,8.30029050229553,5
0,4.3151576587265,8.30029050229553,6
0,4.44226891996469,8.30029050229553,7
0,3.7041284271076,8.30029050229553,8
0,2.96598793425052,2.91637788517439,9
0,5.00427775288754,8.30029050229553,10
0,4.26613726003046,8.30029050229553,11
0,3.52799676717337,2.91637788517439,12
0,2.78985627431629,2.91637788517439,13
0,2.0517157814592,1.88666835805082,14
0,4.09000560009623,8.30029050229553,15
1,3.35186510723915,2.91637788517439,16
0,2.25573860447936,2.91637788517439,1
0,2.4731873903217,2.91637788517439,2
0,1.73504689746461,1.88666835805082,3
0,0.996906404607528,1.13268929799146,4
0,0.258765911750444,-4.66371025194405,5
1,-0.479374581106642,-4.66371025194405,6
0,1.30014932577994,1.13268929799146,1
0,2.4731873903217,2.91637788517439,2
0,3.55588793025931,2.91637788517439,3
0,3.77333671610164,8.30029050229553,4
0,3.14211959418474,2.91637788517439,5
0,5.18040941282177,8.30029050229553,6
0,5.3978581986641,8.30029050229553,7
0,5.61530698450644,8.30029050229553,8
0,6.69800752444405,8.30029050229553,9
0,5.95986703158696,8.30029050229553,10
0,8.07854245509891,8.30029050229553,11
0,7.45727725291124,8.30029050229553,12
0,6.71913676005415,8.30029050229553,13
0,8.86434994963137,8.30029050229553,14
0,8.12620945677428,8.30029050229553,15
0,9.29924752131604,8.30029050229553,16
1,8.56110702845895,8.30029050229553,17
0,1.30014932577994,1.13268929799146,1
0,2.4731873903217,2.91637788517439,2
0,1.73504689746461,1.88666835805082,3
0,0.996906404607528,1.13268929799146,4
0,0.258765911750444,-4.66371025194405,5
0,-0.479374581106642,-4.66371025194405,6
1,-1.21751507396373,-4.66371025194405,7
0,2.25573860447936,2.91637788517439,1
0,2.4731873903217,2.91637788517439,2
0,1.73504689746461,1.88666835805082,3
0,0.996906404607528,1.13268929799146,4
0,0.258765911750444,-4.66371025194405,5
0,-0.479374581106642,-4.66371025194405,6
0,-1.21751507396373,-4.66371025194405,7
0,-1.95565556682081,-4.66371025194405,8
0,-2.6937960596779,-4.66371025194405,9
1,-3.43193655253498,-4.66371025194405,10
0,2.25573860447936,2.91637788517439,1
0,1.51759811162228,1.88666835805082,2
0,3.63627353513422,8.30029050229553,3
0,2.89813304227714,2.91637788517439,4
0,2.15999254942005,1.88666835805082,5
0,4.19828236805708,8.30029050229553,6
0,3.4601418752,2.91637788517439,7
0,2.72200138234291,2.91637788517439,8
0,1.98386088948583,1.88666835805082,9
0,1.24572039662874,1.13268929799146,10
0,3.28401021526577,2.91637788517439,11
0,2.54586972240868,2.91637788517439,12
0,3.71890778695044,8.30029050229553,13
0,3.84601904818863,8.30029050229553,14
0,5.01905711273038,8.30029050229553,15
1,6.10175765266799,8.30029050229553,16
0,2.25573860447936,2.91637788517439,1
0,2.4731873903217,2.91637788517439,2
0,3.55588793025931,2.91637788517439,3
0,2.81774743740222,2.91637788517439,4
0,4.93642286091417,8.30029050229553,5
0,4.3151576587265,8.30029050229553,6
0,4.41573115389942,8.30029050229553,7
0,6.53440657741136,8.30029050229553,8
0,5.79626608455427,8.30029050229553,9
0,5.05812559169719,8.30029050229553,10
0,7.09641541033422,8.30029050229553,11
0,7.31386419617655,8.30029050229553,12
0,7.53131298201889,8.30029050229553,13
1,9.56960280065592,8.30029050229553,14
0,1.30014932577994,1.13268929799146,1
0,2.4731873903217,2.91637788517439,2
0,3.55588793025931,2.91637788517439,3
0,3.77333671610164,8.30029050229553,4
0,4.09770887288416,8.30029050229553,5
0,6.10946092545592,8.30029050229553,6
0,5.47824380353902,8.30029050229553,7
0,4.74010331068194,8.30029050229553,8
0,6.77839312931896,8.30029050229553,9
