binMeans,propDisengaged,stdErrorDisengaged
0.0263764263050843,0.149146451033243,0.0106827109017291
0.080603901639087,0.240107913669065,0.0128151049862216
0.141954449577388,0.227314390467461,0.0126940916095851
0.234414541813219,0.142725598526703,0.0106193025733617
0.365839506433904,0.117140396210164,0.00944213428285262
