disengaged,diffs,binMeans,eventpos
0,0.372973291949162,0.365839506433904,2
0,0.220946776985758,0.234414541813219,3
0,0.123285138480245,0.141954449577388,4
0,0.0698552815662475,0.080603901639087,5
0,0.0809787464333068,0.080603901639087,6
0,0.0548152807224074,0.080603901639087,7
0,0.113550300115742,0.141954449577388,8
0,0.0755711177649374,0.080603901639087,9
0,0.127471411970481,0.141954449577388,10
0,0.0958543291835854,0.080603901639087,11
0,0.0531237481493896,0.080603901639087,12
0,0.0127442457839524,0.0263764263050843,13
0,0.069916800571116,0.080603901639087,14
0,0.077297707969367,0.080603901639087,15
0,0.000553309556270365,0.0263764263050843,16
0,0.00156883004799602,0.0263764263050843,17
